domain,verdict,program_type,source,program_url,platform,contact_email,notes
cixon.de,FOUND,VDP,disclose.io,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/IT-Sicherheitsvorfall/it-sicherheitsvorfall_node.html,self-hosted,security@cixon.de,disclosure channel confirmed
civicmarketplace.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@civicmarketplace.com,disclosure channel confirmed
cizgi.net,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cizgi.net,disclosure channel confirmed
cirra.ai,FOUND,VDP,disclose.io,https://www.cyber.gc.ca/en/incident-management,self-hosted,security@cirra.ai,disclosure channel confirmed
clarity.ai,FOUND,VDP,disclose.io,https://www.incibe-cert.es/en,self-hosted,security@clarity.ai,disclosure channel confirmed
citsolutions.net,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@citsolutions.net,disclosure channel confirmed
classavo.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@classavo.com,disclosure channel confirmed
clarify.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clarify.io,disclosure channel confirmed
clazar.io,FOUND,VDP,disclose.io,https://clazar.io/vulnerability-disclosure-policy,self-hosted,security@clazar.io,disclosure channel confirmed
classfit.com,FOUND,VDP,disclose.io,https://classfit.com/.well-known/security.txt,self-hosted,security@classfit.com,disclosure channel confirmed
clearpointstrategy.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clearpointstrategy.com,disclosure channel confirmed
clearer.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clearer.io,disclosure channel confirmed
clerk.chat,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clerk.chat,disclosure channel confirmed
cleartrip.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cleartrip.com,disclosure channel confirmed
cles.org,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cles.org,disclosure channel confirmed
cleo.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cleo.com,disclosure channel confirmed
clickup.com,FOUND,VDP,disclose.io,https://clickup.com/bug-bounty,self-hosted,security@clickup.com,disclosure channel confirmed
climateactiondata.org,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@climateactiondata.org,disclosure channel confirmed
clint.digital,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clint.digital,disclosure channel confirmed
clay.earth,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clay.earth,disclosure channel confirmed
clickrain.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clickrain.com,disclosure channel confirmed
clockworkrecruiting.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@clockworkrecruiting.com,disclosure channel confirmed
close.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@close.com,disclosure channel confirmed
clinicadoleite.com.br,FOUND,VDP,disclose.io,https://www.cert.br/,self-hosted,security@clinicadoleite.com.br,disclosure channel confirmed
closedloop.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@closedloop.ai,disclosure channel confirmed
cloverly.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cloverly.com,disclosure channel confirmed
cloudeagle.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cloudeagle.ai,disclosure channel confirmed
coinstats.app,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@coinstats.app,disclosure channel confirmed
cloudgov.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cloudgov.ai,disclosure channel confirmed
cognifit.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cognifit.com,disclosure channel confirmed
cofi.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cofi.ai,disclosure channel confirmed
collegepulse.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@collegepulse.com,disclosure channel confirmed
coastapp.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@coastapp.com,disclosure channel confirmed
collection.com.br,FOUND,VDP,disclose.io,https://www.cert.br/,self-hosted,security@collection.com.br,disclosure channel confirmed
coinmarketcap.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@coinmarketcap.com,disclosure channel confirmed
compelling.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@compelling.ai,disclosure channel confirmed
commented.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@commented.io,disclosure channel confirmed
comscore.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@comscore.com,disclosure channel confirmed
conjura.com,FOUND,VDP,disclose.io,https://app.conjura.com/.well-known/security.txt,self-hosted,security@conjura.com,disclosure channel confirmed
connect-x.tech,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@connect-x.tech,disclosure channel confirmed
companyenrich.com,FOUND,VDP,disclose.io,https://www.usom.gov.tr/,self-hosted,security@companyenrich.com,disclosure channel confirmed
cones.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cones.com,disclosure channel confirmed
companion.energy,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@companion.energy,disclosure channel confirmed
compliancely.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@compliancely.com,disclosure channel confirmed
commoninja.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@commoninja.com,disclosure channel confirmed
comundo.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@comundo.io,disclosure channel confirmed
contaja.com.br,FOUND,VDP,disclose.io,https://www.cert.br/,self-hosted,security@contaja.com.br,disclosure channel confirmed
contentstudio.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@contentstudio.io,disclosure channel confirmed
consensus.app,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@consensus.app,disclosure channel confirmed
contraktor.com.br,FOUND,VDP,disclose.io,https://www.cert.br/,self-hosted,security@contraktor.com.br,disclosure channel confirmed
conversionmediagroup.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@conversionmediagroup.com,disclosure channel confirmed
coolset.com,FOUND,VDP,disclose.io,https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd,self-hosted,security@coolset.com,disclosure channel confirmed
contextqa.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@contextqa.com,disclosure channel confirmed
cooroundtable.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cooroundtable.com,disclosure channel confirmed
controlle.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@controlle.com,disclosure channel confirmed
copera.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@copera.ai,disclosure channel confirmed
copilot.money,FOUND,VDP,disclose.io,https://copilot.money/.well-known/security.txt,self-hosted,security@copilot.money,disclosure channel confirmed
conviva.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@conviva.com,disclosure channel confirmed
copperx.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@copperx.io,disclosure channel confirmed
copilot.tax,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@copilot.tax,disclosure channel confirmed
coraly.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@coraly.ai,disclosure channel confirmed
convesio.com,FOUND,VDP,disclose.io,https://convesio.com/.well-known/security.txt,self-hosted,security@convesio.com,disclosure channel confirmed
copilotkit.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@copilotkit.ai,disclosure channel confirmed
convex.dev,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@convex.dev,disclosure channel confirmed
cortea.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cortea.ai,disclosure channel confirmed
corvera.ai,FOUND,VDP,disclose.io,https://www.ncsc.gov.uk/section/about-this-website/contact-us,self-hosted,security@corvera.ai,disclosure channel confirmed
coros.com,FOUND,VDP,disclose.io,https://coros.com/report-vulnerability,self-hosted,security@coros.com,disclosure channel confirmed
corneliajames.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@corneliajames.com,disclosure channel confirmed
creatordb.app,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@creatordb.app,disclosure channel confirmed
coupler.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@coupler.io,disclosure channel confirmed
creatorland.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@creatorland.com,disclosure channel confirmed
credplatform.com,FOUND,VDP,disclose.io,https://www.ncsc.gov.uk/section/about-this-website/contact-us,self-hosted,security@credplatform.com,disclosure channel confirmed
creatio.ch,FOUND,VDP,disclose.io,https://www.ncsc.admin.ch/ncsc/en/home.html,self-hosted,security@creatio.ch,disclosure channel confirmed
credibledata.com,FOUND,VDP,disclose.io,https://credibledata.com/security.txt,self-hosted,security@credibledata.com,disclosure channel confirmed
cryptoquant.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cryptoquant.com,disclosure channel confirmed
crstl.ai,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@crstl.ai,disclosure channel confirmed
criterionrsch.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@criterionrsch.com,disclosure channel confirmed
credix.finance,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@credix.finance,disclosure channel confirmed
crustdata.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@crustdata.com,disclosure channel confirmed
cuballama.com,FOUND,VDP,disclose.io,https://cuballama.com/.well-known/security.txt,self-hosted,security@cuballama.com,disclosure channel confirmed
crowdin.com,FOUND,VDP,disclose.io,https://crowdin.com/.well-known/security.txt,self-hosted,security@crowdin.com,disclosure channel confirmed
cruva.com,FOUND,VDP,disclose.io,https://cruva.com/.well-known/security.txt,self-hosted,security@cruva.com,disclosure channel confirmed
cumbuca.com,FOUND,VDP,disclose.io,https://cumbuca.com/.well-known/security.txt,self-hosted,security@cumbuca.com,disclosure channel confirmed
cuebiq.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cuebiq.com,disclosure channel confirmed
csllcnow.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@csllcnow.com,disclosure channel confirmed
cufinder.io,FOUND,VDP,disclose.io,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/IT-Sicherheitsvorfall/it-sicherheitsvorfall_node.html,self-hosted,security@cufinder.io,disclosure channel confirmed
curemedia.com,FOUND,VDP,disclose.io,https://www.cert.se/en/,self-hosted,security@curemedia.com,disclosure channel confirmed
curri.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@curri.com,disclosure channel confirmed
cuelinks.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cuelinks.com,disclosure channel confirmed
curate.co,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@curate.co,disclosure channel confirmed
cuemath.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cuemath.com,disclosure channel confirmed
cypress.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cypress.io,disclosure channel confirmed
customerscore.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@customerscore.io,disclosure channel confirmed
cyberarmorsystems.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cyberarmorsystems.com,disclosure channel confirmed
cuure.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cuure.com,disclosure channel confirmed
cxplanner.com,FOUND,VDP,disclose.io,https://cxplanner.com/.well-known/security.txt,self-hosted,security@cxplanner.com,disclosure channel confirmed
customer.io,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@customer.io,disclosure channel confirmed
cyberday.ai,FOUND,VDP,disclose.io,https://www.kyberturvallisuuskeskus.fi/en/,self-hosted,security@cyberday.ai,disclosure channel confirmed
customily.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@customily.com,disclosure channel confirmed
cybermindr.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cybermindr.com,disclosure channel confirmed
cuttable.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cuttable.com,disclosure channel confirmed
cymulate.com,FOUND,VDP,disclose.io,https://www.kb.cert.org/vuls/report/,self-hosted,security@cymulate.com,disclosure channel confirmed
