domain,verdict,program_type,source_step,program_url,platform,contact_email,notes
rootline.com,FOUND,N/A,disclose_lookup,,,security@rootline.com,"via disclose.io lookup (cert, convention)"
quicknode.com,FOUND,N/A,security.txt,https://quicknode.com/security.txt,,security@quicknode.com,"security.txt: <!doctype html><html lang=""en"" class=""__variable_2a297c __variable_8c2157 __variable_5eb07c""><head><meta charset=""utf-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1""><link rel=""stylesheet"" href=""/_next/static/css/87cd12afab41fc11.css"" data-precedence=""next""><link rel=""stylesheet"" href=""/_next/static/css/53f7f7e773f2d5d5.css"" data-precedence=""next""><link rel=""preload"" as=""script"" fetchpriority=""low"" href=""/_next/static/chunks/webpack-da0a4dbf0d261d7f.js""><script src=""/_next/static/chunks/9481994f-42bc9d0efb0c5ab3.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/3394-5258ffc24be0ab40.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/main-app-096ead858a1b642e.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/957-35d6ad8509d67afe.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/8409-91a05e26fe884bfc.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/2403-bd55e081a0314752.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/1578-40a68316b4969387.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/2900-4a2d98a8b5bae22d.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/9518-7f33ec89d205bb67.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/5327-b3ace0d4120692d3.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/7158-af4b6c1770525a36.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/3868-67c6e2326c793ca2.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/480-2309a07ddfc608e8.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/5188-6dccd6889c677478.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/9803-dd4146269049fa2e.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/app/layout-49bbf7e12983a4cd.js"" async="""" data-wg-notranslate=""""></script><script src=""/_next/static/chunks/app/not-found-ba50be932f4c9b86.js"" async="""" data-wg-notranslate=""""></script><meta name=""next-size-adjust"" content=""""><link rel=""llms-txt"" href=""/llms.txt""><link rel=""describedby"" href=""/.well-known/agent-card.json""><link rel=""service-desc"" href=""/.well-known/ai-plugin.json""><link rel=""service-desc"" type=""application/openapi+json"" href=""/openapi.json""><link rel=""api-catalog"" href=""/.well-known/api-catalog""><link rel=""payment"" href=""/.well-known/x402.json""><link rel=""payment"" href=""/api/payments/x402/demo""><link rel=""service-doc"" href=""/docs""><link rel=""preconnect"" href=""https, hide_element_style = 'opacity, f=false,w=window,d=document,v=d.queryselector('#vwocode'),ck='_vwo_'+account_id+'_settings',cc={};try{var c=json.parse(localstorage.getitem('_vwo_'+account_id+'_config'));cc=c&&typeof c==='object'?c, </script><script src=""/_next/static/chunks/polyfills-42372ed130431b0a.js"" nomodule="""" data-wg-notranslate=""""></script><script type=""application/json"" id=""weglot-data"">{""alllanguageurls"", <script async="""" src=""https, $rc=function(b,a){if(a=document.getelementbyid(a))(b=document.getelementbyid(b))?(b.previoussibling.data=""$~"",$rb.push(b,a),2===$rb.length&&(b=""number""!==typeof $rt?0, 0 0 0 500 -250""></fecolormatrix></filter></defs><g filter=""url(#_r_5ap5b_-dot-filter)""><circle cx=""16"" cy=""16"" r=""16"" style=""transform"
paywall.one,NOT_FOUND,N/A,none,,,,Error: timeout
rupeezy.in,FOUND,N/A,disclose_lookup,,,security@rupeezy.in,"via disclose.io lookup (cert, convention)"
roundtreasury.com,FOUND,N/A,disclose_lookup,,,security@roundtreasury.com,"via disclose.io lookup (cert, convention)"
rockhopper.co,FOUND,N/A,security.txt,https://rockhopper.co/.well-known/security.txt,,security@rockhopper.co,"security.txt: <!doctype html><html lang=""en""> <head><meta charset=""utf-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1""><meta name=""jam, ""https, once, passive, </script><link rel=""icon"" type=""image/png"" href=""/images/logo-icon.png""><link rel=""apple-touch-icon"" href=""/images/logo-icon.png""><title>not found "
sokin.com,FOUND,N/A,disclose_lookup,,,security@sokin.com,"via disclose.io lookup (cert, convention)"
sorellalabs.xyz,FOUND,N/A,disclose_lookup,,,security@sorellalabs.xyz,"via disclose.io lookup (cert, convention)"
southparkcommons.com,FOUND,N/A,disclose_lookup,,,security@southparkcommons.com,"via disclose.io lookup (cert, convention)"
spotpay.ai,FOUND,N/A,disclose_lookup,,,security@spotpay.ai,"via disclose.io lookup (cert, convention)"
racap.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
smarttbot.com,FOUND,N/A,disclose_lookup,,,security@smarttbot.com,"via disclose.io lookup (cert, convention)"
scanpower.com,FOUND,N/A,disclose_lookup,,,security@scanpower.com,"via disclose.io lookup (cert, convention)"
shinhansec.com.vn,FOUND,N/A,disclose_lookup,,,hostmaster@shinhansec.com.vn,"via disclose.io lookup (abuse_contact, cert, convention)"
synply.io,FOUND,N/A,disclose_lookup,,,security@synply.io,"via disclose.io lookup (cert, convention)"
stocktwits.com,FOUND,N/A,disclose_lookup,,,security@stocktwits.com,"via disclose.io lookup (cert, convention)"
sumup.com,FOUND,N/A,security.txt,https://sumup.com/.well-known/security.txt,,bugbounty@sumup.com,"security.txt: hash, contact, expires, encryption, preferred-languages, canonical, policy, hiring"
sodagift.com,FOUND,N/A,security.txt,https://sodagift.com/.well-known/security.txt,,it.admin@sodacrew.com,"security.txt: contact, expires, preferred-languages, canonical"
tax1099.com,FOUND,N/A,disclose_lookup,,,security@tax1099.com,"via disclose.io lookup (cert, convention)"
shinkansen.finance,FOUND,N/A,disclose_lookup,,,security@shinkansen.finance,"via disclose.io lookup (cert, convention)"
taxrise.com,FOUND,N/A,disclose_lookup,,,security@taxrise.com,"via disclose.io lookup (cert, convention)"
swrecovery.com,FOUND,N/A,disclose_lookup,,,security@swrecovery.com,"via disclose.io lookup (cert, convention)"
tera.cloud,FOUND,N/A,disclose_lookup,,,security@tera.cloud,"via disclose.io lookup (cert, convention)"
tenderly.co,FOUND,N/A,disclose_lookup,,,security@tenderly.co,"via disclose.io lookup (cert, convention)"
tbobank.com,FOUND,N/A,disclose_lookup,,,security@tbobank.com,"via disclose.io lookup (cert, convention)"
techstars.com,FOUND,N/A,disclose_lookup,,,security@techstars.com,"via disclose.io lookup (cert, convention)"
tokenterminal.com,FOUND,N/A,disclose_lookup,,,security@tokenterminal.com,"via disclose.io lookup (cert, convention)"
thefly.com,FOUND,N/A,security.txt,https://thefly.com/security.txt,,security@thefly.com,"security.txt: <!doctype html><html lang=""en"" class=""geist_2335c4e2-module__is558q__classname"" data-theme=""light"" data-scroll-behavior=""smooth"" style=""color-scheme, $rc=function(a,b){if(b=document.getelementbyid(b))(a=document.getelementbyid(a))?(a.previoussibling.data=""$~"",$rb.push(a,b),2===$rb.length&&(""number""!==typeof $rt?requestanimationframe($rv.bind(null,$rb))"
sourcecodecap.com,NOT_FOUND,N/A,none,,,,Error: timeout
tradier.com,FOUND,N/A,security.txt,https://tradier.com/.well-known/security.txt,,https://tradier.com/legal/vulnerability-disclosure-policy,"security.txt: contact, expires, preferred-languages, canonical, policy"
toss.im,FOUND,N/A,disclose_lookup,,,security@toss.im,"via disclose.io lookup (cert, convention)"
totemvc.com,FOUND,N/A,disclose_lookup,,,security@totemvc.com,"via disclose.io lookup (cert, convention)"
thorney.com.au,FOUND,N/A,disclose_lookup,,,security@thorney.com.au,"via disclose.io lookup (cert, convention)"
tavanbogd.com,FOUND,N/A,disclose_lookup,,,administrator@tavanbogd.com,"via disclose.io lookup (abuse_contact, cert, convention)"
tradestation.com,FOUND,N/A,disclose_lookup,,,dnreg@tradestation.com,"via disclose.io lookup (abuse_contact, cert, convention)"
tidewatercap.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
tipranks.com,FOUND,N/A,disclose_lookup,,,security@tipranks.com,"via disclose.io lookup (cert, convention)"
unest.co,FOUND,N/A,disclose_lookup,,,security@unest.co,"via disclose.io lookup (cert, convention)"
tuyo.com,FOUND,N/A,disclose_lookup,,,security@tuyo.com,"via disclose.io lookup (cert, convention)"
tryspecter.com,FOUND,N/A,disclose_lookup,,,security@tryspecter.com,"via disclose.io lookup (cert, convention)"
unify-technologies.com,FOUND,N/A,disclose_lookup,,,security@unify-technologies.com,"via disclose.io lookup (cert, convention)"
trepp.com,FOUND,N/A,disclose_lookup,,,security@trepp.com,"via disclose.io lookup (cert, convention)"
trysmartbite.com,FOUND,N/A,disclose_lookup,,,security@trysmartbite.com,"via disclose.io lookup (cert, convention)"
upstox.com,FOUND,N/A,disclose_lookup,,,https://upstox.com/bug-bounty/,"via disclose.io lookup (bug_bounty, cert, convention)"
valuein.biz,FOUND,N/A,disclose_lookup,,,security@valuein.biz,"via disclose.io lookup (cert, convention)"
unifiqueinvest.com.br,FOUND,N/A,disclose_lookup,,,security@unifiqueinvest.com.br,"via disclose.io lookup (cert, convention)"
vela.partners,FOUND,N/A,disclose_lookup,,,security@vela.partners,"via disclose.io lookup (cert, convention)"
vico.io,FOUND,N/A,disclose_lookup,,,security@vico.io,"via disclose.io lookup (cert, convention)"
wasabil.com,FOUND,N/A,disclose_lookup,,,security@wasabil.com,"via disclose.io lookup (cert, convention)"
versi.com.br,FOUND,N/A,disclose_lookup,,,security@versi.com.br,"via disclose.io lookup (cert, convention)"
vrnu.de,FOUND,N/A,security.txt,https://vrnu.de/.well-known/security.txt,,security-contact@atruvia.de,"security.txt: contact, expires"
vvr-bank.de,FOUND,N/A,security.txt,https://vvr-bank.de/.well-known/security.txt,,security-contact@atruvia.de,"security.txt: contact, expires"
ycharts.com,FOUND,N/A,disclose_lookup,,,security@ycharts.com,"via disclose.io lookup (cert, convention)"
vblh.de,FOUND,N/A,security.txt,https://vblh.de/.well-known/security.txt,,security-contact@atruvia.de,"security.txt: contact, expires"
vntr.vc,FOUND,N/A,disclose_lookup,,,security@vntr.vc,"via disclose.io lookup (cert, convention)"
yoco.com,FOUND,N/A,disclose_lookup,,,security@yoco.com,"via disclose.io lookup (cert, convention)"
xyt.one,FOUND,N/A,disclose_lookup,,,security@xyt.one,"via disclose.io lookup (cert, convention)"
wecapital.com.br,FOUND,N/A,disclose_lookup,,,hostmaster@locaweb.com.br,"via disclose.io lookup (abuse_contact, cert, convention)"
zestyfinance.com,FOUND,N/A,disclose_lookup,,,security@zestyfinance.com,"via disclose.io lookup (cert, convention)"
zubi.group,FOUND,N/A,disclose_lookup,,,security@zubi.group,"via disclose.io lookup (cert, convention)"
we-wealth.com,FOUND,N/A,disclose_lookup,,,security@we-wealth.com,"via disclose.io lookup (cert, convention)"
wtax.co,NOT_FOUND,N/A,none,,,,Error: timeout
