domain|verdict|program_type|source_step|program_url|platform|contact_email|notes
ortex.com|FOUND|N/A|security.txt|https://ortex.com/.well-known/security.txt||security@ortex.com|security.txt: <meta name='robots' content='index, follow, max-image-preview, var _ckygcm = {"status", <script id="cookie-law-info-gcm-js" type="text/javascript" src="https, gtag('consent', 'default', {"ad_personalization", window._googlesitekitconsentcategorymap = {"statistics", window._googlesitekitconsents = {"ad_personalization", <!-- this site is optimized with the yoast seo premium plugin v27.5 (yoast seo v28.0) - https, <link data-rocket-prefetch href="https, <link data-rocket-prefetch href="http, <link data-rocket-preload as="style" href="https, <link href="https, <noscript data-wpr-hosted-gf-parameters=""><link rel="stylesheet" href="https, <link rel="canonical" href="http, <meta property="og, <meta property="article, <meta name="twitter, <script type="application/ld+json" class="yoast-schema-graph">{"@context", <link href='https, <link rel="alternate" title="oembed (json)" type="application/json+oembed" href="https, <link rel="alternate" title="oembed (xml)" type="text/xml+oembed" href="https, img, display, border, box-shadow, height, width, margin, vertical-align, background, padding, , /*wp_block_styles_on_demand_placeholder, .wp-block-button__link{color, <link data-minify="1" rel='stylesheet' id='bootstrap-css-css' href='https, <link data-minify="1" rel='stylesheet' id='fix-css-css' href='https, <link rel='stylesheet' id='lity-css-css' href='https, <link data-minify="1" rel='stylesheet' id='aos-css-css' href='https, <script type="text/javascript" src="https, gtag("set","linker",{"domains", window._googlesitekit = window._googlesitekit || {}; window._googlesitekit.throttledevents = []; window._googlesitekit.gtagevent = (name, data) => { var key = json.stringify( { name, data } ); if ( !! window._googlesitekit.throttledevents[ key ] ) { return; } window._googlesitekit.throttledevents[ key ] = true; settimeout( () => { delete window._googlesitekit.throttledevents[ key ]; }, 5 ); gtag( "event", name, { ...data, event_source, <link rel="https, w[l].push( {'gtm.start', j = d.createelement( s ), dl = l != 'datalayer' ? '&l=' + l, j.src = 'https, <link rel="icon" href="https, <link rel="apple-touch-icon" href="https, <meta name="msapplication-tileimage" content="https, visibility, position, left, <link data-minify="1" rel="stylesheet" href="https, <script src="https, <style id="rocket-lazyrender-inline-css">[data-wpr-lazyrender] {content-visibility, <a class="navbar-brand w-sm-25" href="https, <li id="menu-item-253" class="menu-item menu-item-type-custom menu-item-object-custom menu-item-253"><a class="nav-link"href="https, <li class="trial"><a class="nav-link"href="https, document.getelementbyid('payment_frame').src = "https, <source src="https, <a href="https, currentwordindex === maxwordindex ? words[0], currentwordindex === maxwordindex ? 0, <img src="https, var eventmethod = window.addeventlistener ? "addeventlistener", var messageevent = eventmethod == "attachevent" ? "onmessage", if (e.data.indexof('resize, var height = e.data.replace('resize, <div class="col-lg col-3 partners-logo px-4 py-2"><img src="https, <img class="lazy" src="https, <p>ortex has five families of trading signals, <p>you can read more about <a href="http, <p><a class="btn btn-primary mr-2 p-3 px-4" href="https, <h2 class="display-3 mt-0 mb-4">apis</h2>                                <h4 class="pb-md-4">direct access to market-moving data</h4>								<p>ortex apis, <a href="https, below is a selection of the datasets you can access, <i class="text-dark fal fa-fal fa-chart-line-down display-4 pb-3"></i>        <h4 class="text-primary">short interest & borrowing data</h4>        <p><ul style="text-align, <i class="text-dark fal fa-fal fa-list-ol display-4 pb-3"></i>        <h4 class="text-primary">shares & fundamentals</h4>        <p><ul style="text-align, <i class="text-dark fal fa-fak fa-star display-4 pb-3"></i>        <h4 class="text-primary">stock scores</h4>        <p><ul style="text-align, <i class="text-dark fal fa-fak fa-money-bill display-4 pb-3"></i>        <h4 class="text-primary">options data</h4>        <p><ul style="text-align, <i class="text-dark fal fa-fal fa-calendar display-4 pb-3"></i>        <h4 class="text-primary">events & pricing</h4>        <p><ul style="text-align, <i class="text-dark fal fa-fal fa-building-columns display-4 pb-3"></i>        <h4 class="text-primary">us government trades</h4>        <p><ul style="text-align, <div  style="text-align, <p>check out how a portfolio of just 25 stocks selected based on ortex stock scores have performed over the past 15 years on the stock scores page &#8211; <a href="https, <h2>unique analysis</h2>                  <p>gain competitive advantage, <h4 class="pricing-table-title">join now for free, and upgrade to basic or advanced for full access to, <span class="pb-3 d-block"><span class="fas fa-check-circle" style="color, <span class="mr-2" aria-hidden="true" style="min-width, <span style="color, <span style="line-height, <span class="fas fa-check-circle" style="color, <a class="btn btn-primary" href="https, <h4 class="my-0"><a href="https, <p>discover the stocks you’ve been searching for with ortex’s enhanced screener we’re excited to unveil an innovative enhancement to the ortex platform, <p>we are currently looking for data engineers &#8211; <a href="http, <p>we are currently looking for devops engineers &#8211; <a href="http, <p>we are currently looking for customer services representatives &#8211; <a href="http, <p>we are currently looking for front-end developers &#8211; <a href="http, <p>we are currently looking for python developers &#8211; <a href="http, <p>we are currently looking for quantitative analysts &#8211; <a href="http, <a href="tel, <h6 class="mb-0"><i class="fab fa-twitter"></i><a style="font-size, <p><a href="mailto, <p><a href="tel, notice, background-color, <script>var formdisplay=1;var nfforms=nfforms||[];var form=[];form.id='1';form.settings={"objecttype", <div class="col-10">for api access and institutional sales please contact <a href="mailto, <div class="relationship-logo"><img src="https, <div style="display, <li class="menu-item menu-item-type-custom menu-item-object-custom menu-item-253"><a class="nav-link"href="https, <ul><li>&copy; <a href="https, </li><li><a target=_blank href="https, {"prefetch", <iframe src="https, <script data-minify="1" type="text/javascript" src="https, <script data-minify="1" type="text/javascript" defer="defer" src="https, var consent_api = {"consent_type", var nfi18n = {"ninjaforms", var nffrontend = {"adminajax", {{{ ( 1 == data.settings.show_title ) ? '<h' + data.settings.form_title_heading_level + '>' + data.settings.title + '</h' + data.settings.form_title_heading_level + '>', {{{ ( data.maybefilterhtml() === 'true' ) ? _.escape( data.label ), <div class="g-recaptcha" data-callback="nf_recaptcha_response_{{{ data.id }}}" data-theme="{{{ data.theme }}}" data-sitekey="{{{ data.site_key }}}" data-fieldid="{{{ data.id }}}" {{{ ( "invisible" == data.size ) ? 'data-size="invisible"', <input id="nf-field-{{{ data.id }}}" class="{{{ data.renderclasses() }}} nf-element " type="{{{mytype}}}" value="{{{ ( data.maybefilterhtml() === 'true' ) ? _.escape( data.label ), easing, once, // 		disable, disable, jquery.ajax({url, vertical, autoplay, autoplayspeed, speed, <!-- this website is like a rocket, isn't it? performance optimized by wp rocket. learn more
pavefi.com|FOUND|N/A|disclose_lookup|||security@pavefi.com|via disclose.io lookup (cert, convention)
payhawk.com|FOUND|N/A|security.txt|||security@payhawk.com|security.txt: contact, expires, encryption, preferred-languages, canonical, policy, hiring, openbugbounty
payouts.com|FOUND|N/A|disclose_lookup|||security@payouts.com|via disclose.io lookup (cert, convention)
msbureau.com|FOUND|N/A|disclose_lookup|||security@msbureau.com|via disclose.io lookup (cert, convention)
owlvc.com|FOUND|N/A|disclose_lookup|||itsupport@owlvc.com|via disclose.io lookup (abuse_contact, cert, convention)
pazy.io|FOUND|N/A|disclose_lookup|||security@pazy.io|via disclose.io lookup (cert, convention)
paymob.com|FOUND|N/A|disclose_lookup|||security@paymob.com|via disclose.io lookup (cert, convention)
portao3.com.br|FOUND|N/A|disclose_lookup|||security@portao3.com.br|via disclose.io lookup (cert, convention)
nachonacho.com|FOUND|N/A|disclose_lookup|||security@nachonacho.com|via disclose.io lookup (cert, convention)
preqin.com|FOUND|N/A|disclose_lookup|||infosec@preqin.com|via disclose.io lookup (cert, convention, email)
paytmpayments.com|FOUND|N/A|disclose_lookup|||security@paytmpayments.com|via disclose.io lookup (cert, convention)
prosal.com|FOUND|N/A|disclose_lookup|||security@prosal.com|via disclose.io lookup (cert, convention)
public.com|FOUND|N/A|security.txt|https://public.com/security.txt||security@public.com|security.txt: contact, we run our bounty program through the hackerone platform (https, expires, preferred-languages, policy
printmailsolutions.com|FOUND|N/A|disclose_lookup|||security@printmailsolutions.com|via disclose.io lookup (cert, convention)
morningstar.com|FOUND|N/A|disclose_lookup|||domainadmin@morningstar.com|via disclose.io lookup (abuse_contact, cert, convention)
propertymanagement.com|FOUND|N/A|disclose_lookup|||security@propertymanagement.com|via disclose.io lookup (cert, convention)
paywall.one|FOUND|N/A|disclose_lookup|||security@paywall.one|via disclose.io lookup (cert, convention)
quartr.com|FOUND|N/A|disclose_lookup|||security@quartr.com|via disclose.io lookup (cert, convention)
quiverquant.com|FOUND|N/A|disclose_lookup|||security@quiverquant.com|via disclose.io lookup (cert, convention)
rootline.com|FOUND|N/A|disclose_lookup|||security@rootline.com|via disclose.io lookup (cert, convention)
rockhopper.co|FOUND|N/A|security.txt|https://rockhopper.co/.well-known/security.txt||security@rockhopper.co|security.txt: <!doctype html><html lang="en"> <head><meta charset="utf-8"><meta name="viewport" content="width=device-width, initial-scale=1"><meta name="jam, "https, once, passive, </script><link rel="icon" type="image/png" href="/images/logo-icon.png"><link rel="apple-touch-icon" href="/images/logo-icon.png"><title>not found | rockhopper</title><meta name="description" content="page not found."><meta name="keywords" content="spreadsheet control, excel version control, finance team collaboration, spreadsheet review, audit trail, soc 2, change tracking, excel collaboration, financial close management, spreadsheet risk management"><link rel="canonical" href="https, </style></head> <body class="font-[inter,ui-sans-serif,system-ui,sans-serif] text-ds-gray-900 antialiased"> <script type="module">(()=>{try{return!1}catch{return!1}})();function r(o,a){let t=o;return a.foreach(n=>{if(n in t){const e=t[n];if(!e||typeof e!="object")throw new error(`existing object path is invalid. part ${n} is not an object.`);t=e}else{const e={};t[n]=e,t=e}}),t}function i(){return r(window,["__jam__","exports"])}function c(o){const a=i();a.metadata=o}const l=object.freeze(object.defineproperty({__proto__, s.src='https, w.datalayer.push({'gtm.start', events.foreach(function(e){d.addeventlistener(e,loadgtm,{once, })(window,document,'gtm-wcxvwch');</script>  <header class="sticky top-0 z-50 border-b border-ds-gray-200 bg-white/80 backdrop-blur-md"> <nav class="mx-auto flex max-w-[1200px] items-center justify-between px-6 py-4"> <a href="/"> <img src="/images/nav-logo.webp" alt="rockhopper" width="129" height="39" loading="eager"> </a> <div class="hidden items-center gap-8 md, btn.setattribute("aria-label", open ? "close menu", </h2> <a href="/" class="inline-flex items-center justify-center rounded-[15px] border border-secondary-blue bg-secondary-blue px-4 py-3 text-sm font-medium text-white shadow-[inset_0px_2px_0px_0px_rgba(255,255,255,0.1)] transition-all duration-200 hover, </a> </div> </section>  </main> <footer class="border-t border-ds-gray-200 bg-white"> <div class="mx-auto max-w-7xl px-6 py-14 md, </p> <form id="newsletter-form" class="flex flex-col gap-2"> <div class="flex items-center gap-2"> <input type="email" required name="email" placeholder="jane@email.com" class="h-[50px] flex-2 rounded-full border-0 bg-ds-gray-100 px-5 text-sm text-ds-gray-900 placeholder, </button> </div> <p id="newsletter-error" class="hidden text-xs text-red-600"></p> </form> <p id="newsletter-success" class="hidden text-sm text-ds-gray-500">thanks for subscribing!</p> <script>(function(){const api_url = "https, method, headers, body, , form_location, })();</script> </div> <div class="mt-6 flex items-center gap-3"> <a href="https, },{threshold, window.requestidlecallback(attachobserver, { timeout
quanthome.com|FOUND|N/A|disclose_lookup|||security@quanthome.com|via disclose.io lookup (cert, convention)
ramp.com|FOUND|N/A|security.txt|https://ramp.com/.well-known/security.txt||security-external@ramp.com|security.txt: contact, expires, preferred-languages, hiring
quicknode.com|FOUND|N/A|security.txt|https://quicknode.com/security.txt||security@quicknode.com|security.txt: <!doctype html><html lang="en" class="__variable_2a297c __variable_8c2157 __variable_5eb07c"><head><meta charset="utf-8"><meta name="viewport" content="width=device-width, initial-scale=1"><link rel="stylesheet" href="/_next/static/css/87cd12afab41fc11.css" data-precedence="next"><link rel="stylesheet" href="/_next/static/css/53f7f7e773f2d5d5.css" data-precedence="next"><link rel="preload" as="script" fetchpriority="low" href="/_next/static/chunks/webpack-da0a4dbf0d261d7f.js"><script src="/_next/static/chunks/9481994f-42bc9d0efb0c5ab3.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/3394-5258ffc24be0ab40.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/main-app-096ead858a1b642e.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/957-35d6ad8509d67afe.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/8409-91a05e26fe884bfc.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/2403-bd55e081a0314752.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/1578-40a68316b4969387.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/2900-4a2d98a8b5bae22d.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/9518-7f33ec89d205bb67.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/5327-b3ace0d4120692d3.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/7158-af4b6c1770525a36.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/3868-67c6e2326c793ca2.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/480-2309a07ddfc608e8.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/5188-6dccd6889c677478.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/9803-dd4146269049fa2e.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/app/layout-49bbf7e12983a4cd.js" async="" data-wg-notranslate=""></script><script src="/_next/static/chunks/app/not-found-ba50be932f4c9b86.js" async="" data-wg-notranslate=""></script><meta name="next-size-adjust" content=""><link rel="llms-txt" href="/llms.txt"><link rel="describedby" href="/.well-known/agent-card.json"><link rel="service-desc" href="/.well-known/ai-plugin.json"><link rel="service-desc" type="application/openapi+json" href="/openapi.json"><link rel="api-catalog" href="/.well-known/api-catalog"><link rel="payment" href="/.well-known/x402.json"><link rel="payment" href="/api/payments/x402/demo"><link rel="service-doc" href="/docs"><link rel="preconnect" href="https, hide_element_style = 'opacity, f=false,w=window,d=document,v=d.queryselector('#vwocode'),ck='_vwo_'+account_id+'_settings',cc={};try{var c=json.parse(localstorage.getitem('_vwo_'+account_id+'_config'));cc=c&&typeof c==='object'?c, </script><script src="/_next/static/chunks/polyfills-42372ed130431b0a.js" nomodule="" data-wg-notranslate=""></script><script type="application/json" id="weglot-data">{"alllanguageurls", <script async="" src="https, $rc=function(b,a){if(a=document.getelementbyid(a))(b=document.getelementbyid(b))?(b.previoussibling.data="$~",$rb.push(b,a),2===$rb.length&&(b="number"!==typeof $rt?0, 0 0 0 500 -250"></fecolormatrix></filter></defs><g filter="url(#_r_5ap5b_-dot-filter)"><circle cx="16" cy="16" r="16" style="transform
scanpower.com|FOUND|N/A|disclose_lookup|||security@scanpower.com|via disclose.io lookup (cert, convention)
sodagift.com|FOUND|N/A|security.txt|https://sodagift.com/.well-known/security.txt||it.admin@sodacrew.com|security.txt: contact, expires, preferred-languages, canonical
sorellalabs.xyz|FOUND|N/A|disclose_lookup|||security@sorellalabs.xyz|via disclose.io lookup (cert, convention)
rupeezy.in|FOUND|N/A|disclose_lookup|||security@rupeezy.in|via disclose.io lookup (cert, convention)
spotpay.ai|FOUND|N/A|disclose_lookup|||security@spotpay.ai|via disclose.io lookup (cert, convention)
roundtreasury.com|FOUND|N/A|disclose_lookup|||security@roundtreasury.com|via disclose.io lookup (cert, convention)
sokin.com|FOUND|N/A|disclose_lookup|||security@sokin.com|via disclose.io lookup (cert, convention)
shinkansen.finance|FOUND|N/A|disclose_lookup|||security@shinkansen.finance|via disclose.io lookup (cert, convention)
southparkcommons.com|FOUND|N/A|disclose_lookup|||security@southparkcommons.com|via disclose.io lookup (cert, convention)
stocktwits.com|FOUND|N/A|disclose_lookup|||security@stocktwits.com|via disclose.io lookup (cert, convention)
sumup.com|FOUND|N/A|security.txt|https://sumup.com/.well-known/security.txt||bugbounty@sumup.com|security.txt: hash, contact, expires, encryption, preferred-languages, canonical, policy, hiring
racap.com|FOUND|N/A|disclose_lookup|||https://www.first.org/members/teams/capital_group|via disclose.io lookup (cert, convention, psirt)
swrecovery.com|FOUND|N/A|disclose_lookup|||security@swrecovery.com|via disclose.io lookup (cert, convention)
shinhansec.com.vn|FOUND|N/A|disclose_lookup|||hostmaster@shinhansec.com.vn|via disclose.io lookup (abuse_contact, cert, convention)
tbobank.com|FOUND|N/A|disclose_lookup|||security@tbobank.com|via disclose.io lookup (cert, convention)
smarttbot.com|FOUND|N/A|disclose_lookup|||security@smarttbot.com|via disclose.io lookup (cert, convention)
taxrise.com|FOUND|N/A|disclose_lookup|||security@taxrise.com|via disclose.io lookup (cert, convention)
tax1099.com|FOUND|N/A|disclose_lookup|||security@tax1099.com|via disclose.io lookup (cert, convention)
techstars.com|FOUND|N/A|disclose_lookup|||security@techstars.com|via disclose.io lookup (cert, convention)
thefly.com|FOUND|N/A|security.txt|https://thefly.com/security.txt||security@thefly.com|security.txt: <!doctype html><html lang="en" class="geist_2335c4e2-module__is558q__classname" data-theme="light" data-scroll-behavior="smooth" style="color-scheme, $rc=function(a,b){if(b=document.getelementbyid(b))(a=document.getelementbyid(a))?(a.previoussibling.data="$~",$rb.push(a,b),2===$rb.length&&("number"!==typeof $rt?requestanimationframe($rv.bind(null,$rb))
tokenterminal.com|FOUND|N/A|disclose_lookup|||security@tokenterminal.com|via disclose.io lookup (cert, convention)
synply.io|FOUND|N/A|disclose_lookup|||security@synply.io|via disclose.io lookup (cert, convention)
tidewatercap.com|FOUND|N/A|disclose_lookup|||https://www.first.org/members/teams/capital_group|via disclose.io lookup (cert, convention, psirt)
tavanbogd.com|FOUND|N/A|disclose_lookup|||administrator@tavanbogd.com|via disclose.io lookup (abuse_contact, cert, convention)
totemvc.com|FOUND|N/A|disclose_lookup|||security@totemvc.com|via disclose.io lookup (cert, convention)
toss.im|FOUND|N/A|disclose_lookup|||security@toss.im|via disclose.io lookup (cert, convention)
tera.cloud|FOUND|N/A|disclose_lookup|||security@tera.cloud|via disclose.io lookup (cert, convention)
tenderly.co|FOUND|N/A|disclose_lookup|||security@tenderly.co|via disclose.io lookup (cert, convention)
tradier.com|FOUND|N/A|security.txt|https://tradier.com/.well-known/security.txt||https://tradier.com/legal/vulnerability-disclosure-policy|security.txt: contact, expires, preferred-languages, canonical, policy
trepp.com|FOUND|N/A|disclose_lookup|||security@trepp.com|via disclose.io lookup (cert, convention)
sourcecodecap.com|FOUND|N/A|disclose_lookup|||security@sourcecodecap.com|via disclose.io lookup (cert, convention)
thorney.com.au|FOUND|N/A|disclose_lookup|||security@thorney.com.au|via disclose.io lookup (cert, convention)
tryspecter.com|FOUND|N/A|disclose_lookup|||security@tryspecter.com|via disclose.io lookup (cert, convention)
upstox.com|FOUND|N/A|disclose_lookup|||https://upstox.com/bug-bounty/|via disclose.io lookup (bug_bounty, cert, convention)
tipranks.com|FOUND|N/A|disclose_lookup|||security@tipranks.com|via disclose.io lookup (cert, convention)
tradestation.com|FOUND|N/A|disclose_lookup|||dnreg@tradestation.com|via disclose.io lookup (abuse_contact, cert, convention)
trysmartbite.com|FOUND|N/A|disclose_lookup|||security@trysmartbite.com|via disclose.io lookup (cert, convention)
unest.co|FOUND|N/A|disclose_lookup|||security@unest.co|via disclose.io lookup (cert, convention)
tuyo.com|FOUND|N/A|disclose_lookup|||security@tuyo.com|via disclose.io lookup (cert, convention)
unify-technologies.com|FOUND|N/A|disclose_lookup|||security@unify-technologies.com|via disclose.io lookup (cert, convention)
vico.io|FOUND|N/A|disclose_lookup|||security@vico.io|via disclose.io lookup (cert, convention)
wasabil.com|FOUND|N/A|disclose_lookup|||security@wasabil.com|via disclose.io lookup (cert, convention)
unifiqueinvest.com.br|FOUND|N/A|disclose_lookup|||security@unifiqueinvest.com.br|via disclose.io lookup (cert, convention)
valuein.biz|FOUND|N/A|disclose_lookup|||security@valuein.biz|via disclose.io lookup (cert, convention)
versi.com.br|FOUND|N/A|disclose_lookup|||security@versi.com.br|via disclose.io lookup (cert, convention)
vrnu.de|FOUND|N/A|security.txt|https://vrnu.de/.well-known/security.txt||security-contact@atruvia.de|security.txt: contact, expires
vntr.vc|FOUND|N/A|disclose_lookup|||security@vntr.vc|via disclose.io lookup (cert, convention)
vela.partners|FOUND|N/A|disclose_lookup|||security@vela.partners|via disclose.io lookup (cert, convention)
xyt.one|FOUND|N/A|disclose_lookup|||security@xyt.one|via disclose.io lookup (cert, convention)
vvr-bank.de|FOUND|N/A|security.txt|https://vvr-bank.de/.well-known/security.txt||security-contact@atruvia.de|security.txt: contact, expires
yoco.com|FOUND|N/A|disclose_lookup|||security@yoco.com|via disclose.io lookup (cert, convention)
zestyfinance.com|FOUND|N/A|disclose_lookup|||security@zestyfinance.com|via disclose.io lookup (cert, convention)
ycharts.com|FOUND|N/A|disclose_lookup|||security@ycharts.com|via disclose.io lookup (cert, convention)
zubi.group|FOUND|N/A|disclose_lookup|||security@zubi.group|via disclose.io lookup (cert, convention)
vblh.de|FOUND|N/A|security.txt|https://vblh.de/.well-known/security.txt||security-contact@atruvia.de|security.txt: contact, expires
wecapital.com.br|FOUND|N/A|disclose_lookup|||hostmaster@locaweb.com.br|via disclose.io lookup (abuse_contact, cert, convention)
we-wealth.com|FOUND|N/A|disclose_lookup|||security@we-wealth.com|via disclose.io lookup (cert, convention)
wtax.co|FOUND|N/A|disclose_lookup|||security@wtax.co|via disclose.io lookup (abuse_contact, cert, convention)
